Prscrbr_Geo_Desc,Brnd_Name,Opioid_Drug_Flag,Total_Claims,Total_Cost,Cost_Per_Claim,Claims_Per_Prescriber,Cost_Per_Patient,Cluster,Is_Suspicious
Alabama,Ojjaara,N,135,3734119.4,27660.143703703703,4.090909090909091,124470.64666666667,3,1
Alabama,Omeprazole,N,511463,7679672.49,15.015108600231102,66.74448649354039,55.75565559250171,0,1
Alabama,Opsumit,N,1689,21987771.47,13018.218750740081,42.225,103228.97403755868,3,1
Alabama,Orenitram Er,N,390,4208217.55,10790.30141025641,27.857142857142858,123771.1044117647,3,1
Alabama,Oxervate,N,520,20027180.31,38513.808288461536,9.285714285714286,139077.64104166665,3,1
Alabama,Oxycodone Hcl,Y,99754,1408948.61,14.124231710006617,23.89317365269461,46.15569055886785,1,1
Alabama,Oxycodone Hcl Er,Y,11,2300.18,209.10727272727271,1.0,209.10727272727271,1,1
Alabama,Oxycodone-Acetaminophen,Y,315240,7843731.47,24.881777280801927,55.05413901501921,106.7334086734069,1,1
Alabama,Oxycontin,Y,5900,4382007.43,742.7131237288135,12.553191489361701,5337.402472594396,1,1
Alabama,Oxymorphone Hcl Er,Y,261,151418.03,580.1457088122605,7.909090909090909,4326.229428571429,1,1
Alabama,Ozempic,N,226792,273415560.44,1205.5785055910262,53.51392166116092,6259.227151687193,0,1
