Prscrbr_Geo_Desc,Brnd_Name,Opioid_Drug_Flag,Total_Claims,Total_Cost,Cost_Per_Claim,Claims_Per_Prescriber,Cost_Per_Patient,Cluster,Is_Suspicious
Colorado,Evrysdi,N,146,4048513.29,27729.54308219178,36.5,337376.1075,3,1
Colorado,Fentanyl,Y,12719,1546667.23,121.60289566789842,8.957042253521127,791.5390122824974,1,1
Colorado,Gabapentin,N,447310,8549009.02,19.112045382396996,33.81027966742253,74.34890655302866,0,1
Colorado,Gammagard Liquid,N,776,9331673.62,12025.352603092782,17.636363636363637,135241.64666666667,3,1
Colorado,Gammaked,N,479,6168105.23,12877.046409185805,20.82608695652174,166705.54675675678,3,1
Colorado,Hetlioz,N,98,2894478.51,29535.495,7.538461538461538,241206.54249999998,3,1
Colorado,Hydrocodone Bitartrate Er,Y,208,86682.74,416.74394230769235,4.837209302325581,1844.3136170212767,1,1
Colorado,Hydrocodone-Acetaminophen,Y,222799,4430620.55,19.886177900259874,20.319106247150025,57.07356112327708,1,1
Colorado,Hydromorphone Er,Y,456,125109.29,274.3624780701754,5.181818181818182,1507.340843373494,1,1
Colorado,Hydromorphone Hcl,Y,23235,364223.46,15.675638476436411,6.45954962468724,49.839006568144505,1,1
Colorado,Hysingla Er,Y,510,308727.6,605.3482352941176,5.862068965517241,3508.2681818181813,1,1
Colorado,Ibrance,N,1839,28088728.45,15273.914328439369,13.522058823529411,124838.79311111111,3,1
Colorado,Iclusig,N,101,2127101.84,21060.414257425742,10.1,141806.78933333332,3,1
Colorado,Idhifa,N,89,3003627.47,33748.62325842697,6.357142857142857,187726.716875,3,1
Colorado,Imbruvica,N,1963,29342198.74,14947.630534895567,14.021428571428572,131579.3665470852,3,1
Colorado,Jakafi,N,2603,40167233.07,15431.130645409143,15.402366863905325,121351.15731117825,3,1
Colorado,Levothyroxine Sodium,N,710634,7786744.47,10.957461182549666,77.85210341805434,47.457577920257435,0,1
Colorado,Lisinopril,N,552076,4190192.22,7.589882950898065,58.346649756922425,28.700143288652665,0,1
Colorado,Losartan Potassium,N,458962,4510018.22,9.826561283940718,51.96580615942029,36.490296694850116,0,1
Colorado,Mavenclad,N,43,2976381.42,69218.17255813953,3.0714285714285716,135290.06454545454,3,1
Colorado,Methadone Hcl,Y,8162,189849.35,23.260150698358245,9.191441441441441,175.78643518518518,1,1
Colorado,Morphine Sulfate Er,Y,43606,1315786.56,30.174438380039444,15.562455389007852,226.39135581555405,1,1
Colorado,Nucynta,Y,1797,1809604.89,1007.0144073455759,5.970099667774086,4257.893858823529,1,1
Colorado,Nucynta Er,Y,1424,1502044.27,1054.8063693820225,8.736196319018404,7782.6127979274615,1,1
Colorado,Ocrevus,N,27,1044695.12,38692.41185185185,1.8,61452.65411764706,3,1
Colorado,Ofev,N,2789,36874092.87,13221.259544639655,20.50735294117647,95528.73800518134,3,1
Colorado,Ojjaara,N,179,5003991.77,27955.2612849162,6.884615384615385,122048.57975609755,3,1
Colorado,Omeprazole,N,379566,6036918.33,15.904792131012789,39.15069623517277,53.80449666224009,0,1
Colorado,Opsumit,N,2292,29183175.74,12732.624668411867,44.07692307692308,115806.25293650792,3,1
Colorado,Orenitram Er,N,460,3250297.0,7065.863043478261,30.666666666666668,120381.37037037036,3,1
Colorado,Orserdu,N,150,3476218.63,23174.790866666666,6.0,112136.08483870968,3,1
Colorado,Oxervate,N,338,13082079.22,38704.37639053255,10.903225806451612,167718.96435897436,3,1
Colorado,Oxycodone Hcl,Y,240450,3263215.44,13.57128484092327,21.369534305012444,40.95092538212484,1,1
Colorado,Oxycodone Hcl Er,Y,39,17782.35,455.9576923076923,1.3,635.0839285714285,1,1
Colorado,Oxycodone-Acetaminophen,Y,112028,2911394.61,25.988097707715927,15.401154797910365,98.28155858623367,1,1
Colorado,Oxycontin,Y,9051,5448769.78,602.0074886752845,7.486352357320099,4134.1197116843705,1,1
Colorado,Oxymorphone Hcl Er,Y,258,153956.53,596.7307364341085,5.48936170212766,4811.1415625,1,1
Colorado,Percocet,Y,61,209347.76,3431.930491803279,3.05,16103.673846153846,1,1
Colorado,Piqray,N,68,1511431.21,22226.92955882353,4.857142857142857,137402.83727272728,3,1
Colorado,Pomalyst,N,1395,31383131.03,22496.8681218638,11.52892561983471,153088.44404878048,3,1
Colorado,Privigen,N,253,3440182.68,13597.560000000001,12.65,156371.94,3,1
Colorado,Retevmo,N,100,1793948.19,17939.4819,7.142857142857143,163086.1990909091,3,1
Colorado,Revlimid,N,3205,59776602.88,18651.04614040562,17.324324324324323,105799.29713274336,3,1
Colorado,Rezurock,N,209,4935412.58,23614.414258373206,11.61111111111111,159206.85741935484,3,1
Colorado,Rosuvastatin Calcium,N,408226,5467730.64,13.39388142842445,53.73515861524286,46.39134777407285,0,1
Colorado,Ruconest,N,117,11871720.59,101467.69735042735,13.0,659540.0327777778,3,1
Colorado,Stelara,N,1942,49745660.69,25615.685216271882,8.63111111111111,132302.28906914892,3,1
Colorado,Tagrisso,N,1373,22736015.11,16559.37007283321,12.83177570093458,128452.06276836157,3,1
Colorado,Takhzyro,N,120,5305113.49,44209.279083333335,9.23076923076923,294728.52722222224,3,1
Colorado,Tibsovo,N,145,4454072.12,30717.73875862069,5.576923076923077,185586.33833333335,3,1
Colorado,Tramadol Hcl,Y,200095,1605401.13,8.023194632549538,18.73548689138577,24.430123413580056,1,1
Colorado,Tramadol Hcl Er,Y,6081,398438.83,65.52192567012005,9.871753246753247,389.4807722385142,1,1
Colorado,Trikafta,N,1048,28925575.66,27600.740133587788,116.44444444444444,292177.53191919194,3,1
Colorado,Truqap,N,140,3109097.81,22207.8415,4.0,88831.366,3,1
Colorado,Tukysa,N,195,3159677.01,16203.471846153845,8.478260869565217,150460.81,3,1
Colorado,Tyvaso Dpi,N,372,8707711.83,23407.8275,10.628571428571428,155494.85410714286,3,1
Colorado,Uptravi,N,820,20308663.62,24766.662951219514,24.848484848484848,218372.7270967742,3,1
